Type,Facility License ID,Facility Name,Street Address,City,State,Zip,Phone Number,County,Inspection Type,Georeferenced Column
Emission Repair Facility,ERF002928,JOSEPH GUARINO AUTO RPR LLC,45 PLAUDERVILLE AVENUE,GARFIELD,NJ,7026,9737728736,BERGEN,Auto Inspection and Emission Repair,"45 PLAUDERVILLE AVENUE
GARFIELD, NJ 07026
(40.885137, -74.109434)"
Emission Repair Facility,ERF002918,MICHAEL BROS ATMTIVE RP LLC,270 COUNTY ROAD 513,GLEN GARDNER,NJ,8826,9086388044,HUNTERDON,Auto Inspection and Emission Repair,"270 COUNTY ROAD 513
GLEN GARDNER, NJ 08826
(40.70081, -74.884935)"
Emission Repair Facility,ERF000317,AMRCN TIRE&AUTO CARE OF FL,76 CHURCH STREET,FLEMINGTON,NJ,8822,9087820446,HUNTERDON,Auto Inspection and Emission Repair,"76 CHURCH STREET
FLEMINGTON, NJ 08822
(40.505828, -74.853685)"
Private Inspection Facility,PIF001376,USA AUTO REPAIR LLC,1704 GREENWOOD AVENUE,HAMILTON,NJ,8609,6098381443,MERCER,Auto Only,"1704 GREENWOOD AVENUE
HAMILTON, NJ 08609
(40.226422, -74.732204)"
Private Inspection Facility,PIF008380,RIDGE SERVICE STATION INC,590 RIDGE RD,LYNDHURST,NJ,7071,2019356680,BERGEN,Auto Only,"590 RIDGE RD
LYNDHURST, NJ 07071
(40.802916, -74.122725)"
Emission Repair Facility,ERF003465,E & A FRIENDLY SERV INC,134 GREEN STREET,HACKENSACK,NJ,7601,2013420295,BERGEN,Auto Only,"134 GREEN STREET
HACKENSACK, NJ 07601
(40.875043, -74.054503)"
Private Inspection Facility,PIF000063,A & J AUTOMOTIVE INC,2099 SPRINGFIELD AVE,VAUXHALL,NJ,7088,9086880040,UNION,Auto Only,"2099 SPRINGFIELD AVE
VAUXHALL, NJ 07088
(40.719204, -74.279572)"
Emission Repair Facility,ERF003418,TWYNAM INC,648 POMPTON AVE,CEDAR GROVE,NJ,7009,9732397887,ESSEX,Auto Inspection and Emission Repair,"648 POMPTON AVE
CEDAR GROVE, NJ 07009
(40.855295, -74.230119)"
Private Inspection Facility,PIF002011,POMEROYS GARAGE,18 WEST CEDAR STREET,LIVINGSTON,NJ,7039,9739925669,ESSEX,Auto Only,"18 WEST CEDAR STREET
LIVINGSTON, NJ 07039
(40.790218, -74.314243)"
Private Inspection Facility,PIF000791,FOLEY INC,855 CENTENNIAL A,PISCATAWAY,NJ,8855,7328855555,MIDDLESEX,Diesel Only,"855 CENTENNIAL A
PISCATAWAY, NJ 08855
(40.549212, -74.486658)"
Private Inspection Facility,PIF000647,SIGNATURE AUTOMOTIVE LLC,1857 DELSEA DRIVE,SEWELL,NJ,8080,8564648900,GLOUCESTER,Auto Only,"1857 DELSEA DRIVE
SEWELL, NJ 08080
(39.803095, -75.123418)"
Private Inspection Facility,PIF007136,C AND P AUTO,141 KINGS HWY,MT ROYAL,NJ,8061,8564239896,GLOUCESTER,Auto Only,"141 KINGS HWY
MT ROYAL, NJ 08061
(39.809993, -75.211845)"
Emission Repair Facility,ERF003318,ORTEGA AUTO SERVICES,336-346 6TH AVENUE,NEWARK,NJ,7017,9734828313,ESSEX,Auto Inspection and Emission Repair,
Private Inspection Facility,PIF005194,NICKS AUTO REPAIR LLC,173 E MAIN ST,PENNSGROVE,NJ,8069,8562993985,SALEM,Auto Only,"173 E MAIN ST
PENNSGROVE, NJ 08069
(39.724849, -75.463018)"
Private Inspection Facility,PIF008797,E & N SERVICE CTR INC,882 RT 36,LEONARDO,NJ,7737,7322911699,MONMOUTH,Auto Only,"882 RT 36
LEONARDO, NJ 07737
(40.414985, -74.061848)"
Private Inspection Facility,PIF000613,HUDSON GAS & AUTO SRV INC.,3200 KENNEDY BLVD,UNION CITY,NJ,7087,2018642177,HUDSON,Auto Only,"3200 KENNEDY BLVD
UNION CITY, NJ 07087
(40.775073, -74.031425)"
Private Inspection Facility,PIF009071,HARQUAIL BROS INC,324 SPRINGFIELD AVE,SUMMIT,NJ,7901,9082732858,UNION,Auto Only,"324 SPRINGFIELD AVE
SUMMIT, NJ 07901
(40.718216, -74.355512)"
Private Inspection Facility,PIF000710,LEASE LINE INC,P O BOX-7720,NO BRUNSWICK,NJ,8902,7322979200,MIDDLESEX,Diesel Only,
Private Inspection Facility,PIF000999,CELEBRITY MOTOR CARS LLC,130 ROUTE 10 WEST,WHIPPANY,NJ,7981,9733197900,MORRIS,Auto Only,"130 ROUTE 10 WEST
WHIPPANY, NJ 07981
(40.814735, -74.39863)"
Private Inspection Facility,PIF001062,ORADELL AUTO REP INC,280 KINDERKAMACK ROAD,ORADELL,NJ,7649,2012623884,BERGEN,Auto Only,"280 KINDERKAMACK ROAD
ORADELL, NJ 07649
(40.949741, -74.032304)"
Private Inspection Facility,PIF001272,GLENN BOURKE ENTRPRSE INC,681 PIERMONT RD,CLOSTER,NJ,7624,2017670660,MONMOUTH,Auto Only,"681 PIERMONT RD
CLOSTER, NJ 07624
(40.965966, -73.954945)"
Emission Repair Facility,ERF002686,CHIPS AUTO CENTER,173 NORTH BROADWAY,PENNSVILLE,NJ,8070,8566784066,SALEM,Auto Only,"173 NORTH BROADWAY
PENNSVILLE, NJ 08070
(39.663664, -75.510288)"
Emission Repair Facility,ERF003471,LUSCHERS AUTOMOTIVE INC,20 FOURTH AVENUE,HAWTHORNE,NJ,7506,9734275979,PASSAIC,Auto Inspection and Emission Repair,"20 FOURTH AVENUE
HAWTHORNE, NJ 07506
(40.957187, -74.154835)"
Private Inspection Facility,PIF009238,W HAGERTHEYS REPAIR SHOP IN,2063 RTE 206 BOX C,SOUTHAMPTON,NJ,8088,6098593113,BURLINGTON,Auto Only,"2063 RTE 206 BOX C
SOUTHAMPTON, NJ 08088
(39.930253, -74.742474)"
Emission Repair Facility,ERF000967,IMPORTED CAR CARE CTR INC,550 N RTE 73,WEST BERLIN,NJ,8091,8567684040,CAMDEN,Auto Inspection and Emission Repair,"550 N RTE 73
WEST BERLIN, NJ 08091
(39.816974, -74.929709)"
Private Inspection Facility,PIF011493,ANTHONYS AUTO REPAIRS INC,878 BROADWAY,W LONG BRANCH,NJ,7764,7322291487,MONMOUTH,Auto Only,"878 BROADWAY
W LONG BRANCH, NJ 07764
(40.298747, -74.011578)"
Private Inspection Facility,PIF004676,COPPAS SRV CTR & TOWING INC,1 MOORE RD,NO BRUNSWICK,NJ,8902,7322977530,MIDDLESEX,Auto Only,"1 MOORE RD
NO BRUNSWICK, NJ 08902
(40.450322, -74.491822)"
Private Inspection Facility,PIF001036,JOE D'AURIA'S AUTO SRV LLC,1401 BRACE RD,CHERRY HILL,NJ,8034,8564279422,CAMDEN,Auto Only,"1401 BRACE RD
CHERRY HILL, NJ 08034
(39.893234, -75.01728)"
Private Inspection Facility,PIF010825,B & M AUTO CLINIC INC,276 A HAMBURG TPK,RIVERDALE,NJ,7457,9738318680,MORRIS,Auto Only,"276 A HAMBURG TPK
RIVERDALE, NJ 07457
(41.001493, -74.319573)"
Private Inspection Facility,PIF000503,G.F. UNITED AUTO SRVC INC.,414 HWY 9 SOUTH,FREEHOLD,NJ,7728,7322947475,MONMOUTH,Auto Only,"414 HWY 9 SOUTH
FREEHOLD, NJ 07728
(40.213092, -74.260219)"
Private Inspection Facility,PIF000842,SCOTT'S AUTO LLC,357 N. BROAD ST,CARNEYS POINT,NJ,8069,8562993465,SALEM,Auto Only,"357 N. BROAD ST
CARNEYS POINT, NJ 08069
(39.744307, -75.455022)"
Emission Repair Facility,ERF001106,GEORGE WALL LINC MERC INC,700 SHREWSBURY AVE,RED BANK,NJ,7701,7327475400,MONMOUTH,Auto Only,"700 SHREWSBURY AVE
RED BANK, NJ 07701
(40.325464, -74.073137)"
Private Inspection Facility,PIF001320,BAYONNE AUTO TECH INC,825-27 BROADWAY,BAYONNE,NJ,7002,2014556779,HUDSON,Auto Only,"825-27 BROADWAY
BAYONNE, NJ 07002
(40.675434, -74.108509)"
Private Inspection Facility,PIF000379,SOUTH MAIN AUTOMOTIVE LLC,307 SO MAIN ST,FLEMINGTON,NJ,8822,9087888713,HUNTERDON,Auto Only,
Emission Repair Facility,ERF003033,REVVED UP PERFORMANCE LLC,2080 SPRINGFIELD AVENUE,VAUXHALL,NJ,7088,9089640518,UNION,Auto Inspection and Emission Repair,"2080 SPRINGFIELD AVENUE
VAUXHALL, NJ 07088
(40.719421, -74.278187)"
Private Inspection Facility,PIF003378,BENNE'S TIRE & AUTO INC.,526 W BROAD ST,PAULSBORO,NJ,8066,8564239712,GLOUCESTER,Auto Only,"526 W BROAD ST
PAULSBORO, NJ 08066
(39.827429, -75.251039)"
Private Inspection Facility,PIF000971,TEST RITE,302 304 HAWTHORNE AVE STE 2,PT PLEASANT BC,NJ,8742,7322593238,OCEAN,Diesel Only,"302 304 HAWTHORNE AVE STE 2
PT PLEASANT BC, NJ 08742
(40.095842, -74.049284)"
Emission Repair Facility,ERF001233,GLENDOLA SER CTR LLC,3240 BELMAR BLVD,WALL TWP,NJ,7719,7322800966,MONMOUTH,Auto Inspection and Emission Repair,"3240 BELMAR BLVD
WALL TWP, NJ 07719
(40.185384, -74.076449)"
Private Inspection Facility,PIF001174,ERSA- 1     CORP,2352 MORRIS AVE,UNINO,NJ,7083,9086241008,UNION,Auto Only,"2352 MORRIS AVE
UNINO, NJ 07083
(40.700626, -74.285205)"
Private Inspection Facility,PIF006002,STIRLING AUTO SERVICE INC *,233 RAILROAD AVE,STIRLING,NJ,7980,9086472300,MORRIS,Auto Only,"233 RAILROAD AVE
STIRLING, NJ 07980
(40.674388, -74.491924)"
Private Inspection Facility,PIF001362,AUTO PRESTIGE MUFFLERS INC,233 S WASHINGTON AVE,BERGENFIELD,NJ,7621,2017717001,BERGEN,Auto Only,"233 S WASHINGTON AVE
BERGENFIELD, NJ 07621
(40.920032, -73.99683)"
Emission Repair Facility,ERF000225,COVI INC*,198 E MAIN ST,ROCKAWAY,NJ,7866,9736279670,MORRIS,Auto Inspection and Emission Repair,"198 E MAIN ST
ROCKAWAY, NJ 07866
(40.897365, -74.504908)"
Private Inspection Facility,PIF009714,GARDEN STATE CAR CARE CNTR,1023 SO OLDEN AVE,TRENTON,NJ,8610,6093937525,MERCER,Auto and Diesel,"1023 SO OLDEN AVE
TRENTON, NJ 08610
(40.212567, -74.725655)"
State Speciality Inspection Facility,SIF000003,WINSLOW SPECIALTY SITE,250 Spring Garden Rd,Ancora,NJ,8037,,CAMDEN,Auto Only,"250 Spring Garden Rd
Ancora, NJ 08037
(39.677604, -74.856634)"
Private Inspection Facility,PIF000767,CARGO TECH INTL INC,104 CEDAR SWAMP RD,BRIDGEPORT,NJ,8085,8564678488,GLOUCESTER,Diesel Only,"104 CEDAR SWAMP RD
BRIDGEPORT, NJ 08085
(39.800946, -75.326625)"
Private Inspection Facility,PIF010549,SOLAR TIRE & AUTMTV SRV INC,181 RTE 15,LAFAYETTE,NJ,7848,9735793355,SUSSEX,Auto Only,"181 RTE 15
LAFAYETTE, NJ 07848
(41.109028, -74.70164)"
Private Inspection Facility,PIF000636,WEST 10 TIRE CENTER INC,108 RT 10,SUCCASUNNA,NJ,7876,9739275757,MORRIS,Auto Only,"108 RT 10
SUCCASUNNA, NJ 07876
(40.864879, -74.635851)"
Private Inspection Facility,PIF000857,ACE DRIVE PRODS & SRVS INC,520 YORK ST,ELIZABETH,NJ,7201,9088204343,UNION,Diesel Only,"520 YORK ST
ELIZABETH, NJ 07201
(40.662031, -74.187986)"
Emission Repair Facility,ERF003090,LORUSSO AUTOMOTIVE LLC,2801 BELMAR BLVD,WALL,NJ,7719,7322803533,MONMOUTH,Auto Only,"2801 BELMAR BLVD
WALL, NJ 07719
(40.179205, -74.066917)"
Emission Repair Facility,ERF000122,SOMERSET TRANS & RPR CTR,591 SOMERSET ST,SOMERSET,NJ,8873,7328464444,SOMERSET,Auto Only,"591 SOMERSET ST
SOMERSET, NJ 08873
(40.486587, -74.469101)"
Private Inspection Facility,PIF001118,HUNTER KEYSTONE PETERBLT LP,454 N. BROADWAY,PENNSVILLE,NJ,8070,8562995010,SALEM,Diesel Only,"454 N. BROADWAY
PENNSVILLE, NJ 08070
(39.678299, -75.493949)"
Private Inspection Facility,PIF000939,RE & EM ENT INC,38E MT PLEASANT AVE,LIVINGSTON,NJ,7039,9739943881,ESSEX,Auto Only,"38E MT PLEASANT AVE
LIVINGSTON, NJ 07039
(40.795571, -74.31698)"
Private Inspection Facility,PIF001247,OMAR AUTO CLINIC,6902 KENNEDY BLVD WEST,GUTTENBERG,NJ,7093,2018697566,HUDSON,Auto Only,"6902 KENNEDY BLVD WEST
GUTTENBERG, NJ 07093
(40.79752, -74.015277)"
Emission Repair Facility,ERF002119,M&M AUTO MECHANIC INC,410 STATE ST,PERTH AMBOY,NJ,8861,7324427457,MIDDLESEX,Auto Inspection and Emission Repair,"410 STATE ST
PERTH AMBOY, NJ 08861
(40.512649, -74.265792)"
Private Inspection Facility,PIF009287,NORTH BRANCH CORP,3269 VALLEY ROAD,BASKING RIDGE,NJ,7920,9082341947,SOMERSET,Auto Only,"3269 VALLEY ROAD
BASKING RIDGE, NJ 07920
(40.663717, -74.550368)"
Private Inspection Facility,PIF009656,MATECKIS SERVICE CENTER,91 A JACKSON ST,SOUTH RIVER,NJ,8882,7322549500,MIDDLESEX,Auto Only,"91 A JACKSON ST
SOUTH RIVER, NJ 08882
(40.448081, -74.381338)"
Emission Repair Facility,ERF002235,SWEET MOTOR SAAB SPECIALIST,403 HOWARD BLVD,MT. ARLINGTON,NJ,7856,9732525151,MORRIS,Auto Only,"403 HOWARD BLVD
MT. ARLINGTON, NJ 07856
(40.92953, -74.632698)"
Private Inspection Facility,PIF010989,MIKES AUTOMOTIVE INC,19 JACKSON AVE,POMPTON PLNS,NJ,7444,9738395548,MORRIS,Auto Only,"19 JACKSON AVE
POMPTON PLNS, NJ 07444
(40.968248, -74.294711)"
Emission Repair Facility,ERF002539,HENDERSONS SERV STATION INC,1 BANK ST,SUSSEX,NJ,7461,9738754777,SUSSEX,Auto Only,"1 BANK ST
SUSSEX, NJ 07461
(41.209685, -74.608675)"
Private Inspection Facility,PIF000117,AUTO SUMSER INC*,7-06 SADDLE RVR RD,FAIRLAWN,NJ,7410,2017977680,BERGEN,Auto Only,"7-06 SADDLE RVR RD
FAIRLAWN, NJ 07410
(40.936514, -74.097784)"
Private Inspection Facility,PIF009391,FSJS INC.,150 STAGECOACH RD,MARMORA,NJ,8223,6093908605,CAPE MAY,Auto Only,"150 STAGECOACH RD
MARMORA, NJ 08223
(39.263196, -74.654981)"
Private Inspection Facility,PIF011807,XPRESS AUTO SERVICE,2425 ATLANTIC AVE,ATLANTIC CITY,NJ,8401,6093480894,ATLANTIC,Auto Only,"2425 ATLANTIC AVE
ATLANTIC CITY, NJ 08401
(39.356708, -74.441455)"
Emission Repair Facility,ERF003181,GRONE BROS INC,2339 RT 9,TOMS RIVER,NJ,8755,7323646633,OCEAN,Auto Only,"2339 RT 9
TOMS RIVER, NJ 08755
(40.042953, -74.222543)"
Emission Repair Facility,ERF000203,RAYGAR INC *,85 STEINER AVE,NEPTUNE CITY,NJ,7753,7327753331,MONMOUTH,Auto Inspection and Emission Repair,"85 STEINER AVE
NEPTUNE CITY, NJ 07753
(40.197762, -74.023772)"
Private Inspection Facility,PIF011699,WEST SEVENTH CORP,1801 W 7TH ST,PISCATAWAY,NJ,8854,7329688550,MIDDLESEX,Auto Only,"1801 W 7TH ST
PISCATAWAY, NJ 08854
(40.587739, -74.448264)"
Private Inspection Facility,PIF006809,EMMS AUTO REPAIR*,170 HWY 35 N,CLIFFWD BCH,NJ,7735,7325662550,MONMOUTH,Auto Only,"170 HWY 35 N
CLIFFWD BCH, NJ 07735
(40.21367, -74.029408)"
Private Inspection Facility,PIF004924,SHADE TREE GARAGE INC,171 WASHINGTON ST,MORRISTOWN,NJ,7960,9735409880,MORRIS,Auto Only,"171 WASHINGTON ST
MORRISTOWN, NJ 07960
(40.80057, -74.492203)"
Private Inspection Facility,PIF011096,DENNICK ENTERPRISES INC,257 MOLNAR DRIVE,ELMWOOD PARK,NJ,7407,2017961038,BERGEN,Auto Only,"257 MOLNAR DRIVE
ELMWOOD PARK, NJ 07407
(40.904681, -74.111605)"
Emission Repair Facility,ERF000123,HERMIS FRIENDLY SVS INC,59 BROAD AVE,PALISADES PK,NJ,7650,2019604315,BERGEN,Auto Only,"59 BROAD AVE
PALISADES PK, NJ 07650
(40.843952, -74.000712)"
Private Inspection Facility,PIF006478,MAHWAH SUNOCO,197 FRANKLIN TPKE,MAHWAH,NJ,7430,2015293137,BERGEN,Auto Only,"197 FRANKLIN TPKE
MAHWAH, NJ 07430
(41.09451, -74.145259)"
Private Inspection Facility,PIF000438,VKVA LLC,3060 QUAKERBRIDGE ROAD,HAMILTON,NJ,8619,6095862471,MERCER,Auto Only,"3060 QUAKERBRIDGE ROAD
HAMILTON, NJ 08619
(40.246185, -74.686726)"
Emission Repair Facility,ERF001859,EDISON AMERICAN INC,365 RT 1 SOUTH,EDISON,NJ,8817,7329859729,MIDDLESEX,Auto Only,"365 RT 1 SOUTH
EDISON, NJ 08817
(40.5024, -74.402282)"
Emission Repair Facility,ERF002942,PJK ENTERPRISE INC,110 MILL STREET,CALIFON,NJ,7830,9088320076,HUNTERDON,Auto Inspection and Emission Repair,"110 MILL STREET
CALIFON, NJ 07830
(40.720748, -74.836275)"
Emission Repair Facility,ERF000304,VIP CYCLES AND SPORT CTR IN,700 ROUTE 22 EAST,N PLAINFIELD,NJ,7060,9087531500,UNION,Auto Only,"700 ROUTE 22 EAST
N PLAINFIELD, NJ 07060
(40.626684, -74.438102)"
Private Inspection Facility,PIF001259,B AND F SOUTH LLC,PO BOX 66,ALLENWOOD,NJ,8720,7325284480,MONMOUTH,Auto Only,
Private Inspection Facility,PIF009976,STEVE'S SKYLINE SERVICTR IN,6609 BLVD EAST,W. NEW YORK,NJ,7093,2016628401,HUDSON,Auto Only,
Private Inspection Facility,PIF000664,MOSHES AUTO REPAIR CORP,467 VALLEY ROAD,WEST ORANGE,NJ,7052,9734141122,ESSEX,Auto Only,"467 VALLEY ROAD
WEST ORANGE, NJ 07052
(40.771733, -74.24289)"
Private Inspection Facility,PIF007478,B & B AUTO RPR SERVICES INC,2073 SO BLACKHORSE PK,WILLIAMSTOWN,NJ,8094,8566295563,GLOUCESTER,Auto Only,
Emission Repair Facility,ERF000075,LONG HILL AUTO SERVICE INC,1905 LONG HILL RD,MILLINGTON,NJ,7946,9086477984,MONMOUTH,Auto Inspection and Emission Repair,"1905 LONG HILL RD
MILLINGTON, NJ 07946
(40.673704, -74.522514)"
Private Inspection Facility,PIF000128,SHAWNS W MOUNTAIN AUTO LLC,862 MOUNTAIN AVE,MOUNTAINSIDE,NJ,7092,9082334830,UNION,Auto Only,"862 MOUNTAIN AVE
MOUNTAINSIDE, NJ 07092
(40.666628, -74.350843)"
Private Inspection Facility,PIF010294,ARTIE'S SUMMIT CT GARGE INC,15-17 INDUSTRIAL PLACE,SUMMIT,NJ,7901,9082776555,UNION,Auto Only,"15-17 INDUSTRIAL PLACE
SUMMIT, NJ 07901
(40.714793, -74.354982)"
Emission Repair Facility,ERF001211,FALASCA BROTHERS FRDLY SR I,318 BROADWAY,HILLSDALE,NJ,7642,2016661414,BERGEN,Auto Only,"318 BROADWAY
HILLSDALE, NJ 07642
(41.01017, -74.042194)"
Private Inspection Facility,PIF008069,MAPLE AUTO REPAIR,11-12 RIVER RD,FAIRLAWN,NJ,7410,2017918663,BERGEN,Auto Only,"11-12 RIVER RD
FAIRLAWN, NJ 07410
(40.930821, -74.131746)"
Private Inspection Facility,PIF000654,JOSEPH GUARINO AUTO RPR LLC,45 PLAUDERVILLE AVENUE,GARFIELD,NJ,7026,9737728736,BERGEN,Auto Only,"45 PLAUDERVILLE AVENUE
GARFIELD, NJ 07026
(40.885137, -74.109434)"
Private Inspection Facility,PIF000775,DOVER BRAKE AND CLUTCH,15 WELDON RD PO BX 425,LK HOPATCONG,NJ,7849,9736631600,MORRIS,Diesel Only,"15 WELDON RD PO BX 425
LK HOPATCONG, NJ 07849
(40.974184, -74.599462)"
Emission Repair Facility,ERF002867,JAMES RISDEN,590 BROADWAY,LONG BRANCH,NJ,7740,7322225013,MONMOUTH,Auto Only,"590 BROADWAY
LONG BRANCH, NJ 07740
(40.299702, -74.002521)"
Emission Repair Facility,ERF003423,"LITHIA RAMSEY-L, LLC",1000 ROUTE 17 NORTH,RAMSEY,NJ,7446,2012586100,BERGEN,Auto Only,
Emission Repair Facility,ERF000634,HAWTHORNE AUTO SALES CO,1180 GOFFLE RD,HAWTHORNE,NJ,7506,9734271560,PASSAIC,Auto Inspection and Emission Repair,"1180 GOFFLE RD
HAWTHORNE, NJ 07506
(40.970508, -74.150059)"
Private Inspection Facility,PIF008855,PARISI AUTO REPAIR,910 N. MAIN STR,PLEASANTVILLE,NJ,8232,6096412010,ATLANTIC,Auto Only,"910 N. MAIN STR
PLEASANTVILLE, NJ 08232
(39.40463, -74.511033)"
Private Inspection Facility,PIF006797,STEVES REPAIR SERVICE INC*,465 SIDNEY RD,PISCATAWAY,NJ,8854,7329811266,MIDDLESEX,Auto Only,"465 SIDNEY RD
PISCATAWAY, NJ 08854
(40.546414, -74.465581)"
Private Inspection Facility,PIF000222,COVI INC*,198 E MAIN ST,ROCKAWAY,NJ,7866,9736279670,MORRIS,Auto Only,"198 E MAIN ST
ROCKAWAY, NJ 07866
(40.897365, -74.504908)"
Private Inspection Facility,PIF008712,KELLYS SEA BAY SUNOCO,RT 35N PRINCETON AVE,LAVALLETTE,NJ,8735,7328305970,OCEAN,Auto Only,
Private Inspection Facility,PIF000339,CHILA'S CAR CARE,601 W. BROAD STREET,GIBBSTOWN,NJ,8027,8564231323,GLOUCESTER,Auto Only,"601 W. BROAD STREET
GIBBSTOWN, NJ 08027
(39.824699, -75.292689)"
Private Inspection Facility,PIF000854,PENN JERSEY BLDG MAT CO INC,2817 FIRE RD,EGG HARBOR TWP,NJ,8234,6096458135,ATLANTIC,Diesel Only,"2817 FIRE RD
EGG HARBOR TWP, NJ 08234
(39.400335, -74.551905)"
Private Inspection Facility,PIF011511,MIKES FOREIGN CAR RPR LLC,601 RT 9,BAYVILLE,NJ,8721,7322691490,OCEAN,Auto Only,"601 RT 9
BAYVILLE, NJ 08721
(39.902471, -74.155415)"
Private Inspection Facility,PIF001010,WHALEN'S AUTO INC,1171 S ROUTE 9,CAPEMAY CRTHSE,NJ,8210,6094634700,CAPE MAY,Auto Only,"1171 S ROUTE 9
CAPEMAY CRTHSE, NJ 08210
(39.054536, -74.841417)"
Private Inspection Facility,PIF000620,EDGEWATER GAS & AUTO LLC,1139 COOPER STREET,EDGEWATER PK,NJ,8010,6096146642,BURLINGTON,Auto Only,"1139 COOPER STREET
EDGEWATER PK, NJ 08010
(40.052794, -74.908757)"
Private Inspection Facility,PIF000720,DIRECT INSPECT,15 DEERFIELD RD,OXFORD,NJ,7863,9086378997,WARREN,Auto and Diesel,"15 DEERFIELD RD
OXFORD, NJ 07863
(40.847792, -74.931534)"
Emission Repair Facility,ERF000732,SADOWSKIS AUTO CARE LLC,586-590 RIDGE ROAD,N. ARLINGTON,NJ,7031,2019988424,BERGEN,Auto Inspection and Emission Repair,"586-590 RIDGE ROAD
N. ARLINGTON, NJ 07031
(40.797433, -74.126781)"
Emission Repair Facility,ERF002718,NUTLEY CHEVROLET LLC,66 WASHINGTON AVENUE,NUTLEY,NJ,7110,9736670500,ESSEX,Auto Only,"66 WASHINGTON AVENUE
NUTLEY, NJ 07110
(40.80824, -74.146787)"
Private Inspection Facility,PIF008436,F A DAMIANO INC,124 PARK AVE,MADISON,NJ,7940,9733770041,MORRIS,Auto Only,"124 PARK AVE
MADISON, NJ 07940
(40.768105, -74.421793)"
Private Inspection Facility,PIF007253,SACKS SHELL,169 SPEEDWELL AVE,MORRIS PLNS,NJ,7950,9735382559,MORRIS,Auto Only,"169 SPEEDWELL AVE
MORRIS PLNS, NJ 07950
(40.819401, -74.482013)"
Private Inspection Facility,PIF010786,SERVICE AUTOMOTIVE INC,283 DELSEA DR,SEWELL,NJ,8080,8565824196,GLOUCESTER,Auto Only,"283 DELSEA DR
SEWELL, NJ 08080
(39.766996, -75.107023)"
Private Inspection Facility,PIF001046,C & L AUTO REPAIR LLC,141 JOHNSON AVENUE,HACKENSACK,NJ,7601,2014260343,BERGEN,Auto Only,"141 JOHNSON AVENUE
HACKENSACK, NJ 07601
(40.905696, -74.040501)"
Emission Repair Facility,ERF002788,DAVES AUTO RPR,274 MAIN ST,MADISON,NJ,7940,9733770696,MORRIS,Auto Only,"274 MAIN ST
MADISON, NJ 07940
(40.750682, -74.401902)"
Private Inspection Facility,PIF003126,NELSON'S INC,145 DUNNELL ROAD,MAPLEWOOD,NJ,7040,9737620654,ESSEX,Auto Only,"145 DUNNELL ROAD
MAPLEWOOD, NJ 07040
(40.731206, -74.274085)"
Emission Repair Facility,ERF001334,QUALITY AUTO CTR INC,254 VALLEY ST,SOUTH ORANGE,NJ,7079,9737620575,ESSEX,Auto Inspection and Emission Repair,"254 VALLEY ST
SOUTH ORANGE, NJ 07079
(40.741857, -74.262147)"
Private Inspection Facility,PIF010873,DANCO MOTORS INC,153 PASSAIC ST,GARFIELD,NJ,7026,9735948200,BERGEN,Auto Only,"153 PASSAIC ST
GARFIELD, NJ 07026
(40.867344, -74.102651)"
Private Inspection Facility,PIF001264,HOUPERT FLEET SERVICES LLC,115 S ATLANTIC AVE,BERLIN,NJ,8009,8567672828,CAMDEN,Diesel Only,"115 S ATLANTIC AVE
BERLIN, NJ 08009
(39.805557, -74.945799)"
Private Inspection Facility,PIF001369,ONSITE SERVICES LLC,19 KISHPAUGH RD,BLAIRSTOWN,NJ,7825,9738003683,WARREN,Auto Only,"19 KISHPAUGH RD
BLAIRSTOWN, NJ 07825
(40.952602, -75.025305)"
Private Inspection Facility,PIF001072,JIMMYS AUTO CARE INC,348 MARKET STREET,ELMWOOD PARK,NJ,7407,2017979809,BERGEN,Auto Only,"348 MARKET STREET
ELMWOOD PARK, NJ 07407
(40.899631, -74.116021)"
Private Inspection Facility,PIF000034,JONES BOYS AUTO ELECTRIC,407 BAYSHORE ROAD,DEL HAVEN,NJ,8251,6098897800,CAPE MAY,Auto Only,"407 BAYSHORE ROAD
DEL HAVEN, NJ 08251
(39.046131, -74.919947)"
Emission Repair Facility,ERF003285,WALL AUTOMOTIVE CORPORATION,10 EAST MAIN ST,ROCKAWAY,NJ,7866,9734536800,MORRIS,Auto Inspection and Emission Repair,"10 EAST MAIN ST
ROCKAWAY, NJ 07866
(40.900153, -74.511579)"
Private Inspection Facility,PIF002502,TOM'S AUTO SERV CTR INC,452 WHITE HRS PK PO BX423,ATCO,NJ,8004,8567675589,CAMDEN,Auto Only,
Emission Repair Facility,ERF000980,ROSSNAGLE SALES AND SERVICE,1165 US HIGHWAY 22,PHILLIPSBURG,NJ,8865,9084546512,WARREN,Auto Inspection and Emission Repair,"1165 US HIGHWAY 22
PHILLIPSBURG, NJ 08865
(40.688809, -75.153617)"
Private Inspection Facility,PIF011961,HAWTHORNE FRIENDLY SERV INC,28 BURNETT AVE,MAPLEWOOD,NJ,7040,9737623634,ESSEX,Auto Only,"28 BURNETT AVE
MAPLEWOOD, NJ 07040
(40.721371, -74.258747)"
Private Inspection Facility,PIF000826,PINKAVAS MOTOR CO INC*,4 CALDWELL PLACE,SPRINGFIELD,NJ,7081,9733760181,UNION,Auto Only,"4 CALDWELL PLACE
SPRINGFIELD, NJ 07081
(40.711286, -74.313552)"
